SEQN,RIDSTATR,Gender,Age,Race,EducationLevel,AnnualHouseholdIncome,RatioFIP,LowIncome
101662,2,1,58,3,,14,5,1
102082,2,1,58,5,,6,1.64,2
102191,2,1,58,3,,9,3.37,1
102444,2,1,58,3,,3,0.58,2
102457,2,1,58,3,,7,2.43,1
102467,2,2,58,4,,14,3.92,1
102551,2,2,58,4,,99,0,2
102775,2,1,58,3,,3,0.61,2
102801,2,2,58,4,,6,1.94,1
102826,2,2,58,1,,,,1
102851,2,1,58,1,,15,5,1
93801,2,1,59,2,,15,5,2
93878,2,2,59,4,,2,0.79,2
93974,2,1,59,3,,5,1.66,1
94037,2,1,59,5,,15,5,1
94038,2,2,59,1,,4,0.91,2
94060,2,1,59,3,,8,2.2,1
94177,2,2,59,1,,6,1.64,2
94182,2,2,59,3,,15,5,1
94231,1,1,59,3,,6,2.07,2
94519,2,1,59,3,,14,3.67,1
94627,2,1,59,2,,7,1.72,2
94693,2,1,59,3,,5,1.25,1
94698,2,2,59,4,,12,,1
94747,2,2,59,3,,,,2
94835,2,2,59,3,,2,0.74,1
94868,2,1,59,2,,15,4.31,1
94883,2,1,59,4,,14,3.92,2
94909,2,1,59,3,,12,,2
94937,2,1,59,3,,3,0.99,2
94953,2,2,59,3,,1,0,1
95126,2,2,59,5,,12,,1
95152,2,1,59,4,,2,0.41,2
95168,2,2,59,4,,10,2.64,1
95379,2,1,59,4,,13,,2
95418,2,1,59,4,,14,2.37,2
95661,1,1,59,3,,77,,2
95700,2,2,59,2,,99,,2
95720,2,2,59,3,,8,3.22,2
95809,2,2,59,2,,8,1.59,2
96030,2,1,59,4,,7,1.06,2
96224,2,2,59,3,,5,1.23,1
96385,2,2,59,4,,,,1
96634,2,1,59,1,,6,1.32,1
96699,2,2,59,3,,6,1.47,1
96836,2,2,59,4,,10,1.18,1
96926,2,1,59,3,,15,5,2
96933,2,1,59,3,,5,1.1,2
96940,2,2,59,3,,9,3.69,1
97067,2,1,59,5,,15,5,2
97299,2,1,59,3,,6,2.47,2
98014,2,2,59,3,,15,5,1
98085,2,1,59,2,,15,5,2
98253,2,2,59,5,,9,2.24,2
98262,2,1,59,3,,12,0.75,2
98444,2,2,59,3,,4,0.65,2
98537,2,2,59,1,,14,5,1
98611,2,2,59,2,,7,2.9,2
98614,2,2,59,5,,,,1
98622,2,2,59,4,,8,2.36,1
98713,2,2,59,5,,1,0.23,2
98772,2,1,59,3,,2,0.74,1
98941,2,2,59,5,,1,0.19,1
98988,2,2,59,1,,4,0.4,1
99081,2,1,59,4,,6,0.96,1
99130,2,1,59,4,,15,4.25,1
99298,2,2,59,5,,6,1.44,2
99327,2,1,59,4,,3,0.99,1
99389,2,2,59,3,,,,1
99469,2,1,59,3,,15,5,1
99899,2,1,59,3,,15,5,2
100229,2,1,59,3,,7,2,2
100230,2,2,59,1,,10,2.38,1
100281,2,2,59,3,,15,5,2
100353,2,1,59,5,,5,0.96,2
100481,2,2,59,5,,15,5,1
100578,1,2,59,5,,9,2.39,2
100579,2,1,59,3,,5,1.97,2
100594,2,1,59,4,,4,0.99,1
100720,2,1,59,3,,6,2.65,1
100844,2,1,59,4,,15,3.03,1
100930,2,2,59,2,,5,0,2
101028,2,2,59,2,,6,1.72,1
101108,2,2,59,5,,15,5,1
101123,2,2,59,3,,7,2.59,2
101149,2,1,59,3,,4,0.93,1
101411,2,2,59,4,,99,,1
101443,2,1,59,4,,8,2.89,2
101449,2,2,59,4,,7,3.29,2
101461,2,2,59,1,,1,0,1
101725,2,2,59,5,,15,4.62,1
101740,2,2,59,4,,10,2.43,2
101832,2,2,59,3,,9,3.39,2
101995,2,1,59,3,,15,4.81,2
102168,2,2,59,4,,77,,2
102317,2,1,59,3,,8,1.83,2
102377,2,2,59,1,,6,1.44,2
102512,2,2,59,3,,6,1.02,1
102591,2,2,59,3,,14,4.45,1
102661,2,2,59,3,,8,2.92,2
102720,2,1,59,3,,14,5,2
93721,2,2,60,1,,8,3.04,2
93722,2,2,60,3,,6,2.07,2
93759,2,1,60,5,,12,,1
93960,2,1,60,4,,3,0.85,2
94000,1,1,60,3,,14,3.03,1
94039,2,1,60,5,,15,5,2
94041,2,2,60,2,,15,5,2
94113,2,2,60,3,,6,2.02,2
94116,2,2,60,3,,9,3.65,1
94157,2,2,60,5,,15,5,2
94242,2,1,60,4,,1,0.07,2
94283,2,2,60,4,,2,0.31,1
94321,2,1,60,4,,,0.74,1
94323,2,1,60,5,,15,5,1
94428,2,1,60,2,,5,2.07,2
94442,1,1,60,3,,7,1.65,1
94500,2,2,60,4,,4,1.32,1
94522,2,1,60,4,,4,0.62,1
94568,2,2,60,1,,3,0.57,1
94670,2,1,60,4,,5,0.81,1
94681,2,1,60,3,,6,1.47,1
94980,2,2,60,4,,7,2.43,1
95041,2,2,60,2,,,,1
95129,2,1,60,1,,7,1.18,1
95131,2,1,60,3,,6,1.82,1
95298,2,1,60,4,,77,,1
95318,2,2,60,3,,15,5,2
95322,1,1,60,2,,8,3.08,2
95334,2,2,60,2,,,,2
95382,2,1,60,4,,15,5,1
95412,2,1,60,4,,4,0.75,2
95429,2,2,60,1,,1,0.15,1
95454,2,1,60,1,,8,4.23,1
95617,2,1,60,4,,15,4.17,2
95623,2,2,60,5,,9,3.65,2
95689,2,2,60,4,,1,0.21,2
95745,2,2,60,4,,6,2.09,1
95767,2,1,60,3,,6,1,1
96033,2,2,60,4,,2,0.73,1
96037,2,1,60,3,,3,0.69,1
96120,2,1,60,4,,13,,1
96141,2,1,60,2,,15,5,2
96162,2,2,60,2,,4,1.06,2
96230,2,1,60,3,,15,5,1
96245,2,2,60,1,,15,5,2
96304,2,2,60,4,,14,2.36,2
96333,2,2,60,2,,3,0.56,2
96351,2,1,60,3,,10,3.18,1
96411,2,2,60,4,,10,5,2
96420,2,1,60,5,,15,5,2
96502,2,2,60,3,,3,0.97,2
96603,2,1,60,3,,9,2.65,1
96658,2,1,60,4,,,,2
96777,2,1,60,3,,,,1
96816,2,2,60,4,,99,,1
96876,2,2,60,4,,5,0.81,2
96877,2,1,60,4,,6,2.47,1
96895,2,2,60,2,,15,5,1
96953,2,2,60,3,,7,1.19,2
96978,2,1,60,4,,8,1.79,1
97088,2,1,60,3,,1,0,2
97161,2,1,60,5,,6,1.72,1
97201,2,1,60,4,,1,0.16,1
97386,2,1,60,5,,6,1.05,1
97593,2,2,60,4,,9,3.65,1
97639,2,1,60,3,,4,1.58,2
97656,2,1,60,5,,15,5,1
97657,2,2,60,3,,6,1.68,2
97689,2,1,60,3,,6,1.54,1
97777,2,1,60,4,,15,5,1
97790,2,1,60,1,,14,4.86,2
97813,2,2,60,3,,8,1.79,2
97830,2,1,60,3,,6,2.47,2
97859,2,1,60,5,,,,1
98139,2,1,60,1,,6,2,1
98194,2,2,60,5,,15,5,1
98204,2,1,60,3,,7,1.98,2
98481,2,1,60,5,,8,2.06,1
98530,2,1,60,5,,14,4.57,2
98615,2,1,60,4,,4,1.24,2
98626,1,2,60,4,,2,0.58,1
98745,2,2,60,4,,3,1,1
98746,2,2,60,3,,14,4.56,1
98867,2,1,60,4,,14,5,2
98924,2,1,60,2,,9,2.82,2
99064,2,2,60,5,,1,0.06,2
99169,2,1,60,4,,,,1
99329,2,1,60,5,,7,2.46,1
99374,2,2,60,3,,3,1.11,1
99402,2,1,60,4,,,,1
99475,2,1,60,4,,9,4.98,1
99633,2,1,60,1,,5,1.35,2
99717,2,2,60,4,,77,,1
99719,2,2,60,5,,,,2
99874,2,1,60,5,,6,1,1
100151,2,1,60,1,,6,0.91,1
100194,2,1,60,4,,,,1
100210,2,2,60,3,,5,0.59,1
100268,2,2,60,5,,15,5,1
100274,2,2,60,5,,3,0.74,2
100282,2,1,60,3,,12,,1
100303,2,1,60,1,,7,1.92,2
100446,2,1,60,2,,15,5,1
100558,2,1,60,1,,8,1.78,2
100685,1,1,60,4,,12,,2
100756,2,1,60,4,,8,2.92,2
100790,2,2,60,4,,15,5,2
100817,2,2,60,5,,6,2.8,2
100987,2,1,60,5,,5,0.7,1
100997,2,2,60,2,,3,1.13,1
101109,2,2,60,4,,8,2.07,1
101163,2,2,60,4,,2,0.74,2
101213,2,1,60,3,,3,0.89,1
101227,2,1,60,4,,7,3.32,1
101282,2,1,60,3,,14,5,1
101298,2,2,60,5,,8,1.7,2
101478,2,1,60,2,,2,0.7,2
101486,2,2,60,5,,7,2.55,1
101572,2,1,60,1,,8,3.19,1
101575,2,2,60,5,,9,3.63,2
101656,2,2,60,2,,15,5,2
101692,2,2,60,3,,14,3.67,2
101697,2,2,60,3,,15,5,2
101705,2,2,60,3,,10,3.18,2
101724,2,1,60,4,,15,5,2
101888,2,1,60,2,,9,3.69,2
102079,2,2,60,4,,5,0.98,2
102092,2,1,60,2,,7,1.39,1
102240,2,1,60,3,,2,0,1
102243,2,1,60,5,,,,1
102452,2,2,60,1,,15,5,1
102478,2,1,60,4,,10,3.49,2
102483,2,2,60,3,,7,1.21,2
102522,2,1,60,1,,1,0.05,1
102576,2,1,60,4,,15,5,1
102677,2,1,60,3,,6,1.54,2
102771,2,2,60,1,,10,4.25,1
102777,2,2,60,3,,2,0.82,2
102805,2,1,60,4,,4,1.08,1
102887,2,2,60,4,,8,2.57,1
102929,2,1,60,4,,12,,2
93716,2,1,61,5,,15,5,2
93743,2,1,61,3,,12,3.87,2
93767,2,1,61,2,,5,1.18,2
93798,2,2,61,4,,,,1
93831,2,1,61,2,,6,2.08,1
93920,2,2,61,5,,15,5,1
93959,2,2,61,4,,6,1.52,2
93985,2,2,61,2,,5,0.81,1
94058,2,2,61,3,,7,2.34,1
94069,2,1,61,3,,9,2.65,1
94084,2,2,61,5,,8,2.77,2
94134,2,2,61,2,,6,1.02,2
94327,2,1,61,4,,8,2.07,1
94429,2,1,61,4,,15,5,2
94460,2,2,61,4,,15,5,2
94619,2,1,61,4,,15,4.04,2
94654,2,2,61,3,,10,4.19,2
94688,2,1,61,3,,15,5,2
94892,2,1,61,3,,3,1.04,2
94921,2,2,61,5,,14,4.72,1
94938,2,1,61,4,,7,2.31,2
95034,2,2,61,3,,8,3.08,1
95062,2,1,61,4,,2,0.74,2
95070,2,1,61,2,,12,,1
95102,2,2,61,5,,9,2.44,2
95169,2,2,61,5,,7,1.92,2
95199,2,2,61,4,,8,2.45,1
95220,2,2,61,1,,7,1.59,2
95281,2,2,61,4,,7,3.48,1
95343,1,2,61,5,,,,1
95346,2,2,61,4,,5,1.4,1
95356,2,1,61,5,,,,1
95500,2,2,61,3,,2,0.46,1
95504,2,2,61,3,,6,1.25,1
95590,2,1,61,2,,15,5,1
95710,2,1,61,5,,8,1.7,2
95769,2,1,61,4,,8,2.41,2
95833,2,1,61,2,,6,2.32,2
95902,2,2,61,4,,14,2.37,1
95997,2,2,61,4,,12,,2
96044,2,2,61,4,,9,3.69,2
96130,2,1,61,5,,7,0.79,2
96152,2,1,61,1,,99,,1
96159,2,2,61,4,,1,0.28,2
96173,1,2,61,5,,,,1
96362,2,2,61,3,,12,,1
96366,2,2,61,2,,7,1.24,2
96441,2,2,61,4,,12,,1
96449,2,2,61,2,,99,,2
96660,2,2,61,3,,15,5,2
96726,2,2,61,4,,3,0.97,2
96792,2,2,61,4,,7,3.48,1
96851,2,2,61,2,,14,2.78,1
96870,1,2,61,3,,12,,2
96994,2,1,61,2,,4,0.92,2
97046,2,1,61,4,,9,1.82,1
97143,2,1,61,1,,15,5,2
97197,2,2,61,4,,15,5,2
97367,2,2,61,3,,8,3.04,2
97441,2,1,61,4,,99,,2
97460,2,2,61,4,,13,,2
97510,2,2,61,4,,6,1.57,2
97563,2,2,61,1,,,,1
97770,2,2,61,3,,3,0.58,1
97937,2,2,61,5,,10,4.25,1
97970,2,2,61,4,,3,0.85,2
97983,2,1,61,2,,15,4.93,1
98024,2,2,61,2,,77,,2
98043,2,1,61,4,,10,4.25,2
98071,2,2,61,3,,15,5,2
98107,2,1,61,1,,99,,2
98227,2,2,61,1,,10,2.95,2
98230,2,2,61,2,,4,0.92,2
98287,2,2,61,4,,12,,1
98324,1,1,61,3,,5,1.89,2
98385,2,1,61,3,,15,5,1
98491,2,2,61,3,,7,1.88,2
98675,2,1,61,5,,15,5,1
98705,2,1,61,5,,7,2.15,2
98743,2,1,61,5,,15,5,1
99057,2,1,61,4,,,,2
99156,2,1,61,5,,14,4.76,1
99230,2,2,61,5,,99,,2
99285,2,2,61,1,,10,4.19,2
99290,2,1,61,3,,8,4.12,2
99418,2,2,61,4,,8,2.03,2
99421,2,1,61,4,,10,5,2
99461,2,1,61,1,,15,5,2
99500,2,1,61,1,,15,5,2
99503,2,2,61,4,,7,2.46,2
99622,2,2,61,3,,15,5,1
99679,2,1,61,2,,15,5,2
99804,2,1,61,3,,5,1.23,2
99866,2,1,61,3,,7,2.24,1
99952,2,1,61,3,,15,4.81,1
99992,2,2,61,4,,2,0.75,2
100098,2,1,61,4,,10,5,1
100103,2,1,61,2,,15,4.07,2
100158,2,1,61,4,,9,2.97,2
100236,2,1,61,3,,5,1.89,2
100247,2,2,61,2,,4,0.91,1
100291,2,2,61,4,,,,1
100445,2,2,61,4,,,,1
100516,2,1,61,2,,7,1.79,1
100544,2,2,61,4,,,,1
100633,2,1,61,4,,7,2.43,1
100650,2,2,61,3,,1,0,1
100774,2,1,61,5,,12,,1
100920,2,2,61,3,,6,1.52,2
100950,2,2,61,4,,1,0.04,1
100969,2,2,61,3,,4,0.94,1
101021,2,1,61,4,,9,2.65,1
101026,2,2,61,2,,8,1.83,2
101040,2,1,61,4,,2,0.58,2
101056,1,1,61,4,,99,0.83,1
101199,2,2,61,3,,12,,2
101211,2,2,61,4,,15,5,2
101291,2,2,61,5,,,,2
101423,2,2,61,4,,7,1.98,1
101508,2,2,61,2,,4,1.09,1
101527,2,1,61,1,,,,1
101546,2,1,61,4,,,,1
101580,2,1,61,4,,15,5,1
101661,2,2,61,2,,99,,2
101726,2,1,61,5,,14,3.67,2
101756,2,2,61,4,,77,,2
101809,2,1,61,3,,14,4.56,2
102031,2,2,61,3,,10,3.49,2
102078,2,1,61,4,,5,0.98,2
102178,2,2,61,4,,3,0.94,1
102555,1,2,61,4,,2,0.74,1
102584,1,1,61,4,,15,5,1
102619,2,2,61,3,,14,5,2
102701,2,2,61,3,,7,3.05,2
102729,2,2,61,3,,7,1.29,1
102733,2,1,61,4,,,,1
102789,2,1,61,1,,7,1.19,1
102791,2,1,61,4,,3,0.99,1
102792,2,1,61,3,,6,1.72,1
102846,2,2,61,3,,9,3.86,1
102855,2,1,61,5,,15,4.93,2
102863,2,2,61,1,,8,1.78,2
102875,2,1,61,3,,5,1.74,2
102878,2,1,61,1,,10,4.19,1
102917,2,2,61,4,,12,,2
93794,2,2,62,5,,15,4.81,2
93848,2,1,62,4,,4,1.08,2
93903,2,1,62,3,,5,1.4,1
94045,2,1,62,2,,3,0.89,1
94053,2,2,62,4,,9,1.29,1
94057,2,2,62,3,,7,3.15,2
94097,2,2,62,3,,6,1.18,1
94126,2,2,62,4,,6,1.54,1
94207,2,1,62,4,,3,0.76,1
94233,2,1,62,1,,8,2.45,1
94278,2,1,62,5,,,,2
94325,2,2,62,5,,15,1.11,1
94399,2,2,62,2,,9,3.09,2
94499,2,1,62,4,,7,2.65,2
94558,2,2,62,1,,99,,1
94573,2,2,62,1,,77,,2
94616,2,1,62,1,,3,0.7,2
94642,2,2,62,3,,9,2.04,1
94705,2,2,62,5,,15,5,2
94730,2,2,62,1,,99,,2
94805,2,1,62,5,,2,0.46,2
94813,2,2,62,5,,15,2.39,1
94834,2,2,62,3,,15,5,2
94984,2,1,62,2,,10,2.75,2
94986,2,1,62,3,,15,5,2
95091,2,1,62,4,,3,0.95,2
95116,2,1,62,3,,9,3.65,1
95155,2,1,62,1,,2,0.23,2
95258,2,1,62,2,,7,1.74,1
95273,2,1,62,1,,6,1.22,1
95380,2,1,62,3,,6,2.24,1
95427,2,1,62,4,,3,0.83,1
95524,2,2,62,1,,99,,1
95550,2,1,62,3,,5,1.06,2
95578,2,2,62,5,,14,5,1
95644,2,2,62,1,,,,2
95877,2,1,62,3,,12,,1
95899,2,1,62,5,,15,5,2
95946,1,1,62,3,,6,2.64,2
95985,2,1,62,3,,9,3.52,1
96136,2,1,62,1,,13,,2
96386,2,1,62,2,,5,1.77,2
96446,2,2,62,3,,9,4.53,1
96488,2,1,62,2,,4,1.09,2
96521,2,1,62,3,,4,1.44,1
96585,2,1,62,1,,10,2.43,1
96615,2,1,62,1,,3,0.83,2
96972,2,2,62,4,,7,1.21,1
97124,2,2,62,3,,4,1.28,1
97164,2,1,62,3,,1,0,1
97297,2,2,62,1,,13,,1
97357,2,1,62,4,,6,1.57,2
97370,2,2,62,2,,8,2.77,1
97516,2,2,62,2,,5,1.69,2
97573,2,2,62,5,,8,2.98,1
97667,2,2,62,4,,,0.87,2
97753,2,1,62,3,,15,5,1
97902,2,1,62,2,,3,0.56,2
97908,2,1,62,3,,6,1.68,1
97969,2,2,62,1,,99,,1
97976,2,1,62,2,,77,0.25,2
98134,2,1,62,1,,6,2.2,2
98152,2,1,62,4,,7,3.57,1
98172,2,1,62,1,,1,0.25,1
98270,2,2,62,4,,4,1.35,1
98334,2,1,62,5,,14,4.56,1
98373,2,2,62,3,,15,5,2
98421,2,1,62,5,,,,2
98438,2,2,62,1,,6,1.63,1
98508,2,1,62,5,,15,5,1
98538,1,2,62,3,,8,1.81,2
98609,2,2,62,1,,14,5,2
98864,2,1,62,5,,,,2
98929,2,1,62,1,,7,2.22,1
99140,2,2,62,4,,15,5,1
99157,2,2,62,5,,15,4.93,2
99270,2,2,62,5,,9,3.41,2
99299,2,2,62,1,,2,0.62,2
99429,2,2,62,4,,6,2.55,1
99486,2,1,62,5,,10,4.25,1
99556,2,2,62,3,,8,2.03,2
99680,2,1,62,4,,99,,2
99736,2,1,62,4,,14,5,2
100033,2,2,62,1,,6,1.94,2
100206,2,2,62,2,,6,1.35,1
100244,2,1,62,3,,6,2.8,1
100315,2,1,62,2,,9,2.39,1
100321,2,1,62,1,,12,,2
100358,2,2,62,1,,2,0.73,2
100576,2,1,62,2,,,1,1
100692,2,1,62,3,,15,5,1
100748,2,2,62,4,,6,1.85,2
100862,2,2,62,2,,14,4.62,1
100951,2,1,62,3,,3,0.61,2
101073,2,1,62,1,,6,0.81,1
101078,2,1,62,4,,4,1.38,1
101162,2,1,62,4,,10,3.49,1
101179,2,2,62,1,,3,0.73,2
101209,2,2,62,1,,3,0.58,1
101212,2,2,62,5,,,,1
101255,2,2,62,4,,,,1
101288,2,2,62,4,,15,5,1
101463,2,2,62,3,,3,0.65,2
101505,2,2,62,5,,77,,1
101581,2,1,62,4,,3,0.95,2
101601,2,1,62,3,,15,5,1
101608,2,1,62,4,,7,2.59,2
101623,2,1,62,5,,14,5,1
101679,2,2,62,2,,2,0.68,2
102047,2,2,62,2,,5,1.43,1
102296,2,2,62,4,,15,3.23,1
102417,1,2,62,2,,99,,2
102423,2,2,62,4,,4,0.91,2
102442,2,2,62,3,,15,5,1
102471,2,2,62,2,,6,1.06,2
102509,2,1,62,1,,9,1.45,1
102722,2,2,62,1,,4,0.58,2
102726,2,1,62,4,,7,0.94,1
102740,1,1,62,4,,7,1.59,1
102763,2,1,62,2,,14,4.56,1
102799,2,2,62,5,,99,1.45,2
102808,2,1,62,4,,7,1.84,2
102920,2,2,62,2,,15,5,1
93757,2,1,63,3,,7,2.59,2
93819,2,2,63,4,,6,0.9,1
93832,2,1,63,5,,15,5,1
93887,2,1,63,3,,4,1.4,2
94156,2,2,63,1,,14,5,1
94198,2,2,63,1,,15,4.93,2
94237,2,1,63,3,,15,5,2
94261,2,2,63,5,,9,3.39,2
94273,2,1,63,1,,,,2
94380,2,1,63,4,,1,0.15,1
94493,2,1,63,1,,7,2.19,1
94679,2,1,63,1,,10,4.31,1
94931,2,2,63,3,,4,1.02,2
94952,2,2,63,3,,10,5,1
94987,2,2,63,3,,7,2.19,2
95030,2,1,63,5,,6,1.3,1
95046,2,2,63,4,,3,0.92,1
95315,2,2,63,5,,7,2,1
95377,2,1,63,3,,77,,1
95417,2,1,63,1,,3,0.89,2
95459,2,1,63,1,,6,1.94,1
95468,2,1,63,3,,15,5,1
95508,2,1,63,4,,4,1.2,2
95561,2,1,63,4,,2,0.52,1
95577,2,2,63,3,,6,1.79,1
95589,2,2,63,4,,15,4.9,1
95714,2,2,63,4,,15,5,2
95718,2,1,63,3,,6,1.22,2
95759,2,2,63,4,,4,1.24,1
95771,2,2,63,4,,14,4.16,1
95794,2,1,63,5,,9,3.39,2
95812,2,2,63,4,,5,1.35,2
95831,2,2,63,5,,14,5,1
95936,2,2,63,4,,13,,2
96090,2,1,63,3,,1,0.3,2
96099,2,1,63,5,,3,0.41,1
96149,2,2,63,5,,14,5,1
96169,2,2,63,4,,3,0.76,2
96178,2,1,63,4,,15,5,1
96323,2,1,63,4,,10,3.31,2
96439,2,1,63,5,,9,2.44,2
96526,2,1,63,4,,15,5,2
96652,2,1,63,2,,7,2.14,2
96830,2,1,63,3,,6,1.6,1
96952,2,2,63,3,,,,1
96976,2,1,63,3,,15,5,1
97117,2,2,63,1,,3,0.82,2
97307,2,1,63,3,,3,0.91,1
97360,2,1,63,4,,,,1
97527,2,1,63,4,,,,1
97535,2,2,63,2,,15,5,1
97582,2,1,63,1,,5,1.22,2
97592,2,1,63,5,,10,2.38,1
97676,2,1,63,5,,14,5,2
97893,1,1,63,4,,15,5,2
97895,2,1,63,3,,12,,2
97944,2,2,63,3,,9,3.69,2
98316,2,2,63,3,,14,5,2
98371,2,2,63,4,,77,,2
98379,2,2,63,4,,3,1,2
98422,2,2,63,3,,6,2.74,1
98454,2,2,63,1,,7,2.16,1
98540,2,1,63,5,,3,0.74,1
98549,2,2,63,1,,8,2.45,1
98554,2,2,63,2,,4,0.99,2
98558,2,2,63,4,,7,1.84,1
98669,2,1,63,3,,14,4.86,1
98707,2,2,63,4,,15,4.25,2
98767,2,2,63,5,,15,5,2
98820,2,1,63,3,,7,2.16,2
98905,2,1,63,3,,4,1.44,1
98914,2,2,63,3,,8,3.81,1
99042,2,1,63,4,,4,0.75,2
99104,2,2,63,3,,15,5,1
99176,2,2,63,5,,15,5,2
99262,2,1,63,4,,8,3.71,2
99332,2,2,63,1,,10,2.2,2
99341,2,2,63,3,,14,4.29,2
99452,2,2,63,3,,6,1.67,2
99474,2,2,63,3,,1,0.21,1
99477,2,1,63,1,,6,1.22,1
99532,2,2,63,5,,7,1.39,1
99574,2,1,63,3,,14,3.67,1
99615,2,2,63,3,,1,0.4,2
99621,2,1,63,1,,,,1
99668,2,1,63,4,,9,3.39,1
99708,2,2,63,2,,15,5,2
99886,2,2,63,3,,2,0.62,2
99908,2,2,63,1,,5,1.35,1
99922,2,1,63,3,,14,4.62,1
99930,2,2,63,5,,15,5,2
100007,2,2,63,4,,8,4.15,2
100116,2,2,63,2,,8,2.77,2
100185,2,1,63,5,,8,3.16,2
100357,2,2,63,5,,15,5,2
100363,2,1,63,2,,7,1.5,2
100584,2,1,63,3,,15,5,1
100760,2,2,63,3,,15,5,2
100836,2,1,63,2,,15,5,2
101033,2,1,63,4,,15,4.35,2
101093,2,2,63,4,,2,0.58,2
101193,2,1,63,2,,15,5,1
101243,2,1,63,3,,7,2,2
101249,2,2,63,2,,9,2.82,1
101339,2,1,63,1,,7,1.16,2
101444,2,1,63,1,,10,3.95,1
101541,2,1,63,3,,12,,2
101562,2,2,63,1,,12,,2
101589,2,1,63,4,,12,,2
101635,2,2,63,3,,8,3.08,2
101794,2,1,63,1,,12,,2
101829,2,1,63,3,,15,5,2
101847,2,2,63,4,,15,3.03,2
101874,2,2,63,5,,15,5,2
102000,2,2,63,4,,9,3.69,2
102001,2,1,63,2,,7,1.39,2
102198,2,2,63,1,,14,4.62,1
102320,2,2,63,4,,7,1.59,2
102418,2,1,63,3,,15,5,1
102427,2,1,63,1,,8,2.59,2
102517,2,2,63,2,,14,4.86,2
102520,2,1,63,2,,14,5,2
102524,2,1,63,1,,7,1.52,2
102579,2,2,63,3,,15,5,1
102617,2,2,63,3,,10,3.95,2
102723,2,2,63,5,,3,0.8,2
102773,2,2,63,3,,7,2.31,1
102845,2,1,63,4,,4,1.32,1
102860,2,1,63,5,,15,5,1
93723,2,1,64,3,,9,3.69,2
93756,2,2,64,4,,,,2
93795,2,1,64,4,,10,2.43,1
93805,2,2,64,3,,12,5,2
93877,2,1,64,3,,8,2.6,2
93990,2,2,64,3,,6,1.85,2
94019,2,2,64,4,,14,4.57,1
94043,2,1,64,5,,15,5,2
94101,2,2,64,5,,14,5,2
94108,2,1,64,1,,12,1.72,2
94152,2,2,64,3,,4,0.92,2
94162,2,1,64,2,,3,0.48,1
94188,1,1,64,3,,6,1.82,1
94293,2,1,64,3,,15,5,1
94301,2,2,64,5,,8,1.79,2
94470,2,1,64,3,,77,,2
94479,2,2,64,3,,3,0.91,2
94490,2,2,64,3,,6,1.17,1
94711,2,2,64,3,,7,2.17,1
94831,2,2,64,3,,6,2.65,1
94885,2,1,64,4,,10,2.64,1
95043,2,1,64,5,,7,1.92,2
95247,2,2,64,5,,3,0.88,1
95308,2,2,64,4,,7,2.13,1
95575,2,1,64,4,,7,3.29,1
95633,2,2,64,1,,15,2.63,1
95713,2,1,64,4,,9,1.65,2
95772,2,2,64,5,,14,3.13,2
95881,2,2,64,1,,7,3.29,2
96001,2,1,64,3,,,,1
96010,2,1,64,4,,2,0.73,1
96017,2,1,64,2,,10,4.1,1
96144,2,2,64,4,,6,2.49,2
96164,2,2,64,5,,15,5,1
96165,2,2,64,5,,4,0.76,2
96179,2,1,64,3,,15,5,1
96242,2,1,64,4,,2,0.71,2
96293,2,1,64,5,,2,0.35,1
96330,2,1,64,5,,6,1.79,1
96512,2,1,64,3,,6,1.85,1
96595,2,2,64,2,,4,0.95,1
96707,2,2,64,5,,6,1.64,1
96805,2,2,64,2,,2,0.25,1
96955,2,1,64,5,,15,5,1
96989,2,2,64,4,,,,2
97301,2,1,64,4,,6,1.22,1
97305,2,1,64,3,,15,5,1
97326,2,1,64,5,,8,1.79,2
97557,2,2,64,3,,15,1.73,2
97618,2,1,64,1,,15,5,2
97817,2,2,64,5,,2,0.35,2
97850,2,2,64,2,,12,,1
97871,2,2,64,2,,15,5,2
97905,2,2,64,4,,8,3.14,2
97936,1,2,64,5,,15,5,2
97973,2,1,64,1,,5,1.35,2
98127,1,2,64,3,,6,1.66,1
98288,2,1,64,3,,12,,1
98299,2,1,64,5,,8,1.54,2
98331,2,2,64,5,,10,2.38,2
98506,2,2,64,4,,,,2
98602,2,2,64,1,,3,0.99,1
98630,2,1,64,4,,15,3.03,1
98682,2,1,64,2,,2,0.25,2
98685,2,2,64,5,,5,1.74,1
98717,2,1,64,5,,14,4.72,1
98741,2,2,64,3,,7,1.68,2
98744,2,2,64,4,,,,1
98928,2,1,64,1,,12,,1
98940,2,2,64,1,,12,,2
98990,2,1,64,3,,9,2.04,2
99058,2,2,64,5,,9,2.08,2
99289,2,2,64,3,,6,2.82,2
99313,2,2,64,3,,8,2.57,1
99602,2,2,64,1,,9,3.69,2
99684,2,2,64,5,,15,4.08,2
99740,2,1,64,3,,15,5,2
99884,2,1,64,3,,14,5,2
99991,2,1,64,4,,99,,2
99997,2,2,64,1,,6,0.91,2
100030,1,1,64,3,,14,3.03,1
100085,2,1,64,3,,7,2.28,2
100162,2,2,64,2,,6,1.22,1
100511,2,2,64,4,,4,1.58,1
100608,2,2,64,1,,6,0.53,1
100745,2,1,64,1,,6,1.22,1
100887,2,2,64,4,,4,1.05,1
100955,2,1,64,4,,6,1.2,1
101177,2,1,64,1,,4,0.56,1
101382,2,2,64,3,,15,5,1
